"V1","location_name","date","location_id","deaths_mean","deaths_lower","deaths_upper","totdea_mean","totdea_lower","totdea_upper","deaths_mean_smoothed","deaths_lower_smoothed","deaths_upper_smoothed","totdea_mean_smoothed","totdea_lower_smoothed","totdea_upper_smoothed","mobility_data_type","mobility_composite","total_tests_data_type","total_tests","confirmed_infections","est_infections_mean","est_infections_lower","est_infections_upper"
19721,"Colorado","2020-06-19",528,5,5,5,1643,1643,1643,5.72121371685012,5.72121371685012,5.72121371685012,1636.11629188316,1636.11629188316,1636.11629188316,"observed",-23.28371,"observed",4831.74619659694,285.999999999985,,,
19722,"Colorado","2020-06-20",528,4,4,4,1647,1647,1647,5.41780215797985,5.41780215797985,5.41780215797985,1641.53409404114,1641.53409404114,1641.53409404114,"observed",-22.89826,"observed",4885.71457449007,161,,,
19723,"Colorado","2020-06-21",528,0,0,0,1647,1647,1647,5.13756036465998,5.13756036465998,5.13756036465998,1646.6716544058,1646.6716544058,1646.6716544058,"observed",-22.5439,"observed",4941.92581020304,191.000000000018,,,
19724,"Colorado","2020-06-22",528,4,4,4,1651,1651,1651,4.88017457360002,4.88017457360002,4.88017457360002,1651.5518289794,1651.5518289794,1651.5518289794,"observed",-22.21975,"observed",4998.75459333597,164.999999999985,,,
19725,"Colorado","2020-06-23",528,14,14,14,1665,1665,1665,4.64519699093012,4.64519699093012,4.64519699093012,1656.19702597033,1656.19702597033,1656.19702597033,"observed",-21.90419,"observed",5053.67785989221,188,,,
19726,"Colorado","2020-06-24",528,2,2,2,1667,1667,1667,4.43212878663985,4.43212878663985,4.43212878663985,1660.62915475697,1660.62915475697,1660.62915475697,"observed",-21.58256,"observed",5103.52634706579,262.000000000015,,,
19727,"Colorado","2020-06-25",528,2,2,2,1669,1669,1669,4.24042642438008,4.24042642438008,4.24042642438008,1664.86958118135,1664.86958118135,1664.86958118135,"observed",-21.25291,"observed",5145.0710091667,323.999999999982,,,
19728,"Colorado","2020-06-26",528,4,4,4,1673,1673,1673,4.06950048168005,4.06950048168005,4.06950048168005,1668.93908166303,1668.93908166303,1668.93908166303,"observed",-20.92671,"observed",5175.83713920929,317.000000000011,,,
19729,"Colorado","2020-06-27",528,1,1,1,1674,1674,1674,3.91870154456001,3.91870154456001,3.91870154456001,1672.85778320759,1672.85778320759,1672.85778320759,"observed",-20.63347,"observed",5194.84002585282,226.000000000004,,,
19730,"Colorado","2020-06-28",528,2,2,2,1676,1676,1676,3.78738383576001,3.78738383576001,3.78738383576001,1676.64516704335,1676.64516704335,1676.64516704335,"observed",-20.41889,"observed",5202.8867409873,283.999999999989,,,
19731,"Colorado","2020-06-29",528,5,5,5,1681,1681,1681,3.67500370982998,3.67500370982998,3.67500370982998,1680.32017075318,1680.32017075318,1680.32017075318,"observed",-20.31134,"observed",5202.27196875406,204,,,
19732,"Colorado","2020-06-30",528,9,9,9,1690,1690,1690,3.58110023203994,3.58110023203994,3.58110023203994,1683.90127098522,1683.90127098522,1683.90127098522,"observed",-20.30608,"observed",5196.02900676778,204.000000000015,,,
19733,"Colorado","2020-07-01",528,7,7,7,1697,1697,1697,3.50530393320992,3.50530393320992,3.50530393320992,1687.40657491843,1687.40657491843,1687.40657491843,"observed",-20.38989,"observed",5187.09587133821,313.999999999989,,,
19734,"Colorado","2020-07-02",528,4,4,4,1701,1701,1701,3.44741487217016,3.44741487217016,3.44741487217016,1690.8539897906,1690.8539897906,1690.8539897906,"observed",-20.54952,"observed",5177.71858882582,323,,,
19735,"Colorado","2020-07-03",528,0,0,0,1701,1701,1701,3.40736417636003,3.40736417636003,3.40736417636003,1694.26135396696,1694.26135396696,1694.26135396696,"projected",-20.54952,"observed",5169.20749764486,260.000000000007,,,
19736,"Colorado","2020-07-04",528,0,0,0,1701,1701,1701,3.38521528103001,3.38521528103001,3.38521528103001,1697.64656924799,1697.64656924799,1697.64656924799,"projected",-20.54952,"observed",5162.00004883531,253.999999999978,,,
19737,"Colorado","2020-07-05",528,0,0,0,1701,1701,1701,3.38115243934999,3.38115243934999,3.38115243934999,1701.02772168734,1701.02772168734,1701.02772168734,"projected",-20.54952,"observed",5155.92264581277,199.000000000022,,,
19738,"Colorado","2020-07-06",528,-10,-10,-10,1691,1691,1691,3.3955790384698,3.3955790384698,3.3955790384698,1704.42330072581,1704.42330072581,1704.42330072581,"projected",-20.54952,"observed",5150.55750725544,191.999999999978,,,
19739,"Colorado","2020-07-07",528,5,5,5,1696,1696,1696,3.42919922929013,3.42919922929013,3.42919922929013,1707.8524999551,1707.8524999551,1707.8524999551,"projected",-20.54952,,,407.000000000007,,,
19740,"Colorado","2020-07-08",528,8,8,8,1704,1704,1704,3.48305087076005,3.48305087076005,3.48305087076005,1711.33555082586,1711.33555082586,1711.33555082586,"projected",-20.54952,,,452.000000000015,,,
19741,"Colorado","2020-07-09",528,2,2,2,1706,1706,1706,3.54805069063991,3.54805069063991,3.54805069063991,1714.8836015165,1714.8836015165,1714.8836015165,"projected",-20.54952,,,408,,,
19742,"Colorado","2020-07-10",528,18,18,18,1724,1724,1724,3.61425620625005,3.61425620625005,3.61425620625005,1718.49785772275,1718.49785772275,1718.49785772275,"projected",-20.54952,,,665.999999999985,,,
19743,"Colorado","2020-07-11",528,1,1,1,1725,1725,1725,3.68169158080991,3.68169158080991,3.68169158080991,1722.17954930356,1722.17954930356,1722.17954930356,"projected",-20.54952,,,400.000000000007,,,
19744,"Colorado","2020-07-12",528,3.72258751213448,2.93272507050549,4.69358721429404,1725.90213681569,1725.11227437407,1726.87313651785,3.72258751213448,2.93272507050549,4.69358721429404,1725.90213681569,1725.11227437407,1726.87313651785,"projected",-20.54952,,,,483.206060119166,253.868887506356,883.329041049746
19745,"Colorado","2020-07-13",528,3.78987963775288,2.92318967793562,4.8410113637082,1729.69201645345,1728.02904745881,1731.73431290459,3.78987963775288,2.92318967793562,4.8410113637082,1729.69201645345,1728.02904745881,1731.73431290459,"projected",-20.54952,,,,463.508954730147,238.882690172386,860.675802338519
19746,"Colorado","2020-07-14",528,3.852259546791,2.93869283081357,4.98425565974209,1733.54427600024,1730.94779544814,1736.69187587367,3.852259546791,2.93869283081357,4.98425565974209,1733.54427600024,1730.94779544814,1736.69187587367,"projected",-20.54952,,,,442.81342858502,224.900839860667,833.293652883568
19747,"Colorado","2020-07-15",528,3.91068316134833,2.90922565331671,5.13738759014834,1737.45495916159,1733.95171597797,1741.81361136891,3.91068316134833,2.90922565331671,5.13738759014834,1737.45495916159,1733.95171597797,1741.81361136891,"projected",-20.54952,,,,421.439853376204,211.07993519546,807.627140341513
19748,"Colorado","2020-07-16",528,3.96349497798189,2.88653447986876,5.32750831425582,1741.41845413957,1736.87653443354,1747.1434539603,3.96349497798189,2.88653447986876,5.32750831425582,1741.41845413957,1736.87653443354,1747.1434539603,"projected",-20.54952,,,,399.604257447859,197.321440480324,773.112286977935
19749,"Colorado","2020-07-17",528,4.01074644414685,2.84533816429551,5.5273087882199,1745.42920058372,1739.82403334829,1752.48296465271,4.01074644414685,2.84533816429551,5.5273087882199,1745.42920058372,1739.82403334829,1752.48296465271,"projected",-20.54952,,,,377.081408368851,183.207731208834,736.263498967094
19750,"Colorado","2020-07-18",528,4.05168045084723,2.8165786270099,5.69522817795055,1749.48088103456,1742.64469922844,1758.10158206306,4.05168045084723,2.8165786270099,5.69522817795055,1749.48088103456,1742.64469922844,1758.10158206306,"projected",-20.4154079704821,,,,359.717260596493,172.968704405217,717.768003063672
19751,"Colorado","2020-07-19",528,4.08361492684919,2.76642531466996,5.89473585403299,1753.56449596141,1745.44280005796,1763.80679666715,4.08361492684919,2.76642531466996,5.89473585403299,1753.56449596141,1745.44280005796,1763.80679666715,"projected",-20.2812481382165,,,,347.522017933744,165.217249913793,701.766720504709
19752,"Colorado","2020-07-20",528,4.09962961509447,2.71304018280518,6.06005800725888,1757.66412557651,1748.15666409163,1769.93137617295,4.09962961509447,2.71304018280518,6.06005800725888,1757.66412557651,1748.15666409163,1769.93137617295,"projected",-20.1470679667145,,,,334.971707935799,156.868503629463,689.090189554146
19753,"Colorado","2020-07-21",528,4.11051125620145,2.65799008690598,6.2184617289532,1761.77463683271,1750.81837490187,1775.81005040377,4.11051125620145,2.65799008690598,6.2184617289532,1761.77463683271,1750.81837490187,1775.81005040377,"projected",-20.012894928234,,,,322.414913632176,150.021804306726,667.981524200621
19754,"Colorado","2020-07-22",528,4.11623027705671,2.59996376595895,6.36984877430328,1765.89086710976,1753.49242542023,1781.76400044407,4.11623027705671,2.59996376595895,6.36984877430328,1765.89086710976,1753.49242542023,1781.76400044407,"projected",-19.8787564805858,,,,310.207488866685,142.959161846247,648.837098166998
19755,"Colorado","2020-07-23",528,4.11649503082396,2.54247591419671,6.5133760303462,1770.00736214059,1756.11851895783,1788.0497285489,4.11649503082396,2.54247591419671,6.5133760303462,1770.00736214059,1756.11851895783,1788.0497285489,"projected",-19.7446800439816,,,,298.489042209703,135.976920151967,639.378524881997
19756,"Colorado","2020-07-24",528,4.11202188729216,2.48192917099152,6.6583588119916,1774.11938402788,1758.50578308334,1794.79029192109,4.11202188729216,2.48192917099152,6.6583588119916,1774.11938402788,1758.50578308334,1794.79029192109,"projected",-19.610692977964,,,,287.052896251018,129.048663015943,628.063627813058
19757,"Colorado","2020-07-25",528,4.10368386954537,2.42032467463572,6.79345265941958,1778.22306789743,1760.95182346595,1801.66201617627,4.10368386954537,2.42032467463572,6.79345265941958,1778.22306789743,1760.95182346595,1801.66201617627,"projected",-19.4768225584642,,,,275.894059147781,122.285159519757,611.696770731709
19758,"Colorado","2020-07-26",528,4.09128434081894,2.35234775858276,6.92900742581526,1782.31435223824,1763.28629762981,1809.05678085953,4.09128434081894,2.35234775858276,6.92900742581526,1782.31435223824,1763.28629762981,1809.05678085953,"projected",-19.3430959550258,,,,265.126603060735,116.214403780969,604.649541883636
19759,"Colorado","2020-07-27",528,4.06281434874443,2.28492956084879,7.08089979471023,1786.37716658699,1765.52564306064,1816.10419119908,4.06281434874443,2.28492956084879,7.08089979471023,1786.37716658699,1765.52564306064,1816.10419119908,"projected",-19.209540208238,,,,254.746470591352,110.925550151616,592.237780019827
19760,"Colorado","2020-07-28",528,4.00688501742609,2.19433984947955,7.09228467062939,1790.38405160442,1767.73267656127,1822.45302147632,4.00688501742609,2.19433984947955,7.09228467062939,1790.38405160442,1767.73267656127,1822.45302147632,"projected",-19.0761822074179,,,,244.74611740646,105.495151050901,577.888014699914
19761,"Colorado","2020-07-29",528,3.92212733754788,2.08115018632349,7.03178436803002,1794.30617894196,1769.81415593353,1830.01235348653,3.92212733754788,2.08115018632349,7.03178436803002,1794.30617894196,1769.81415593353,1830.01235348653,"projected",-18.9430486685823,,,,235.201133586687,101.006334658479,561.19341555885
19762,"Colorado","2020-07-30",528,3.80726805131483,1.96609694491943,6.9851205112968,1798.11344699328,1771.77044863845,1836.87955049926,3.80726805131483,1.96609694491943,6.9851205112968,1798.11344699328,1771.77044863845,1836.87955049926,"projected",-18.8101661127471,,,,226.129958488748,97.0324141836492,539.834402153524
19763,"Colorado","2020-07-31",528,3.662719934378,1.85251245426204,6.8060220730086,1801.77616692766,1773.60275869445,1843.54904747415,3.662719934378,1.85251245426204,6.8060220730086,1801.77616692766,1773.60275869445,1843.54904747415,"projected",-18.6775608445922,,,,217.391490341329,93.3608859888511,520.653870427259
19764,"Colorado","2020-08-01",528,3.50049868619474,1.73395076371757,6.5901788473397,1805.27666561385,1775.31442221832,1850.10914212448,3.50049868619474,1.73395076371757,6.5901788473397,1805.27666561385,1775.31442221832,1850.10914212448,"projected",-18.5452589315281,,,,208.949462890734,89.6079512253171,512.038047984172
19765,"Colorado","2020-08-02",528,3.33251545937696,1.62762262614633,6.39306562284458,1808.60918107323,1776.90508700938,1856.16184941907,3.33251545937696,1.62762262614633,6.39306562284458,1808.60918107323,1776.90508700938,1856.16184941907,"projected",-18.4132861832003,,,,200.842204755072,86.0532060795929,503.403177566896
19766,"Colorado","2020-08-03",528,3.16809848490761,1.52517016907711,6.21673919247511,1811.77727955814,1778.48372793963,1862.01790109155,3.16809848490761,1.52517016907711,6.21673919247511,1811.77727955814,1778.48372793963,1862.01790109155,"projected",-18.2816681314644,,,,193.065818793702,82.2928702684818,480.087655817927
19767,"Colorado","2020-08-04",528,3.01671799536453,1.43187106829814,5.93476736088891,1814.7939975535,1780.04366918727,1867.78866916641,3.01671799536453,1.43187106829814,5.93476736088891,1814.7939975535,1780.04366918727,1867.78866916641,"projected",-18.1504300108642,,,,185.622218553964,79.3616470373934,452.299337363522
19768,"Colorado","2020-08-05",528,2.87956079479157,1.35819730955016,5.72857789201637,1817.67355834829,1781.49959824664,1873.65328901089,2.87956079479157,1.35819730955016,5.72857789201637,1817.67355834829,1781.49959824664,1873.65328901089,"projected",-18.0195967396437,,,,178.553632653948,75.5892914428841,429.662597535853
19769,"Colorado","2020-08-06",528,2.75738916733013,1.29913232770593,5.51897015946931,1820.43094751562,1782.87246247683,1879.91535196635,2.75738916733013,1.29913232770593,5.51897015946931,1820.43094751562,1782.87246247683,1879.91535196635,"projected",-17.8891929013225,,,,171.884126885124,72.6868685807101,418.139717855234
19770,"Colorado","2020-08-07",528,2.65138481567933,1.24138903094473,5.38006389788731,1823.0823323313,1784.18350545784,1886.04507435412,2.65138481567933,1.24138903094473,5.38006389788731,1823.0823323313,1784.18350545784,1886.04507435412,"projected",-17.7592427268619,,,,165.578118964424,70.2055900551844,406.924845138844
19771,"Colorado","2020-08-08",528,2.55440226160078,1.18608864737887,5.27301711491553,1825.6367345929,1785.34450061795,1891.69483751279,2.55440226160078,1.18608864737887,5.27301711491553,1825.6367345929,1785.34450061795,1891.69483751279,"projected",-17.6297700774459,,,,159.621053714148,67.4099536841968,396.396255674655
19772,"Colorado","2020-08-09",528,2.45863653484048,1.13412167041762,5.15525801041012,1828.09537112774,1786.42081423155,1896.32666139013,2.45863653484048,1.13412167041762,5.15525801041012,1828.09537112774,1786.42081423155,1896.32666139013,"projected",-17.5007984279023,,,,154.016599402917,65.3075056734961,386.67386469834
19773,"Colorado","2020-08-10",528,2.36506839556855,1.0855261276837,5.03714622033658,1830.46043952331,1787.54311945035,1900.7946071922,2.36506839556855,1.0855261276837,5.03714622033658,1830.46043952331,1787.54311945035,1900.7946071922,"projected",-17.3723508507865,,,,148.750405473045,63.5360748818843,376.339831459918
19774,"Colorado","2020-08-11",528,2.27428505896016,1.02416924937415,4.93300241065389,1832.73472458227,1788.61052707209,1905.09398924011,2.27428505896016,1.02416924937415,4.93300241065389,1832.73472458227,1788.61052707209,1905.09398924011,"projected",-17.2444500011447,,,,143.816005792844,61.2766921615927,361.645223435759
19775,"Colorado","2020-08-12",528,2.18637185312538,0.977602644064416,4.83400562122708,1834.9210964354,1789.62599290126,1909.2404591026,2.18637185312538,0.977602644064416,4.83400562122708,1834.9210964354,1789.62599290126,1909.2404591026,"projected",-17.1171181019782,,,,139.20517701222,59.1287751024822,348.498521335144
19776,"Colorado","2020-08-13",528,2.10120298388062,0.935179358897346,4.74689784515249,1837.02229941928,1790.5923367934,1913.23749048611,2.10120298388062,0.935179358897346,4.74689784515249,1837.02229941928,1790.5923367934,1913.23749048611,"projected",-16.990376930422,,,,134.894107589964,57.4767878931016,340.832926237094
19777,"Colorado","2020-08-14",528,2.01905133562762,0.897061429777233,4.67102485163924,1839.0413507549,1791.51425779916,1917.08862964842,2.01905133562762,0.897061429777233,4.67102485163924,1839.0413507549,1791.51425779916,1917.08862964842,"projected",-16.8642478046537,,,,130.855015447691,55.8548155030934,334.185042239353
19778,"Colorado","2020-08-15",528,1.94022025133972,0.860897455775961,4.54832202116229,1840.98157100624,1792.39572230984,1921.58280319569,1.94022025133972,0.860897455775961,4.54832202116229,1840.98157100624,1792.39572230984,1921.58280319569,"projected",-17.4185573272228,,,,126.650405330398,54.212874277425,323.359082134697
19779,"Colorado","2020-08-16",528,1.86461770004264,0.823244214834415,4.4374693383185,1842.84618870629,1793.23634547325,1926.46688924269,1.86461770004264,0.823244214834415,4.4374693383185,1842.84618870629,1793.23634547325,1926.46688924269,"projected",-17.3159851802449,,,,122.638224940663,52.1738305801991,313.188452784927
19780,"Colorado","2020-08-17",528,1.79208893407329,0.788512912924847,4.26771757176459,1844.63827764036,1794.03825449152,1931.27022880294,1.79208893407329,0.788512912924847,4.26771757176459,1844.63827764036,1794.03825449152,1931.27022880294,"projected",-17.2139660805211,,,,119.177690335172,50.3997580162948,305.505180015881
19781,"Colorado","2020-08-18",528,1.72253404293911,0.754514105041085,4.11487974214876,1846.3608116833,1794.72823839807,1935.99214335816,1.72253404293911,0.754514105041085,4.11487974214876,1846.3608116833,1794.72823839807,1935.99214335816,"projected",-17.1125159396663,,,,115.884707467975,49.1563468761276,297.548745869938
19782,"Colorado","2020-08-19",528,1.65575414023103,0.721282269556684,4.02741856902507,1848.01656582353,1795.35871560741,1940.63108472954,1.65575414023103,0.721282269556684,4.02741856902507,1848.01656582353,1795.35871560741,1940.63108472954,"projected",-17.0116502477104,,,,112.744670821421,47.9865917375544,290.2055944602
19783,"Colorado","2020-08-20",528,1.59152273943231,0.689876941312883,3.8850350134679,1849.60808856296,1795.96187310901,1945.17849873017,1.59152273943231,0.689876941312883,3.8850350134679,1849.60808856296,1795.96187310901,1945.17849873017,"projected",-16.9113840660894,,,,109.772389348294,46.2828799861716,284.577340946859
19784,"Colorado","2020-08-21",528,1.52985319690819,0.65950076249099,3.77978010521417,1851.13794175987,1796.53954075804,1949.64488812414,1.52985319690819,0.65950076249099,3.77978010521417,1851.13794175987,1796.53954075804,1949.64488812414,"projected",-16.8117320212706,,,,107.003924907875,45.5219308421714,279.298699388374
19785,"Colorado","2020-08-22",528,1.47083475764745,0.630492093512925,3.66156937117253,1852.60877651752,1797.09351451947,1954.03192083114,1.47083475764745,0.630492093512925,3.66156937117253,1852.60877651752,1797.09351451947,1954.03192083114,"projected",-16.7127082990129,,,,104.412198393165,44.4113583854167,273.69679619167
19786,"Colorado","2020-08-23",528,1.41465688168161,0.606486636097651,3.53434222992174,1854.0234333992,1797.62583165823,1957.99029879436,1.41465688168161,0.606486636097651,3.53434222992174,1854.0234333992,1797.62583165823,1957.99029879436,"projected",-16.6143266392566,,,,101.960618861006,43.4835353755625,268.709303879319
19787,"Colorado","2020-08-24",528,1.36150085179988,0.581706558576025,3.41025203506355,1855.384934251,1798.13831823155,1961.11787229675,1.36150085179988,0.581706558576025,3.41025203506355,1855.384934251,1798.13831823155,1961.11787229675,"projected",-16.5166003316415,,,,99.6433289906513,42.5027518420946,263.900473183859
19788,"Colorado","2020-08-25",528,1.31130883746514,0.556885026576492,3.28799409081179,1856.69624308846,1798.72536462141,1964.14389281063,1.31130883746514,0.556885026576492,3.28799409081179,1856.69624308846,1798.72536462141,1964.14389281063,"projected",-16.4195422116471,,,,97.4538503331421,41.6476057622116,259.241961792577
19789,"Colorado","2020-08-26",528,1.26394093999408,0.534696429827085,3.155017128431,1857.96018402846,1799.36806753741,1967.02199597769,1.26394093999408,0.534696429827085,3.155017128431,1857.96018402846,1799.36806753741,1967.02199597769,"projected",-16.3231646573467,,,,95.3585518752867,40.9922258700477,254.606928581814
19790,"Colorado","2020-08-27",528,1.21935114449855,0.514083912795144,3.05077588913975,1859.17953517296,1800.02061134037,1969.80090907677,1.21935114449855,0.514083912795144,3.05077588913975,1859.17953517296,1800.02061134037,1969.80090907677,"projected",-16.2274795867701,,,,93.3664374612905,40.2257247861242,250.410999006615
19791,"Colorado","2020-08-28",528,1.17757127254701,0.49475092592179,2.95076605204085,1860.3571064455,1800.4992024101,1972.34954201238,1.17757127254701,0.49475092592179,2.95076605204085,1860.3571064455,1800.4992024101,1972.34954201238,"projected",-16.1324984558644,,,,91.5373917931011,39.5035143965157,246.356392115983
19792,"Colorado","2020-08-29",528,1.13858691807044,0.479619073625332,2.89773950280644,1861.49569336357,1801.04845759523,1973.97383513846,1.13858691807044,0.479619073625332,2.89773950280644,1861.49569336357,1801.04845759523,1973.97383513846,"projected",-16.0382322570422,,,,89.8492031932762,38.7751537615201,242.556898435508
19793,"Colorado","2020-08-30",528,1.10233884024083,0.465093480303909,2.7870200425525,1862.59803220382,1801.58881616942,1975.51959964457,1.10233884024083,0.465093480303909,2.7870200425525,1862.59803220382,1801.58881616942,1975.51959964457,"projected",-15.9446915183078,,,,88.2574593625609,38.1000820753165,238.888247602014
19794,"Colorado","2020-08-31",528,1.06775240667686,0.448797425883839,2.72621097349937,1863.66578461049,1802.11434336962,1978.48099302085,1.06775240667686,0.448797425883839,2.72621097349937,1863.66578461049,1802.11434336962,1978.48099302085,"projected",-15.8518863029475,,,,86.7587556788232,37.5064689365681,233.958617662289
19795,"Colorado","2020-09-01",528,1.03441074250106,0.43461059941186,2.65681313347552,1864.70019535299,1802.62580350302,1981.84662106788,1.03441074250106,0.43461059941186,2.65681313347552,1864.70019535299,1802.62580350302,1981.84662106788,"projected",-15.7598262097716,,,,85.3490917685321,36.8121773251565,230.387061252235
19796,"Colorado","2020-09-02",528,1.00271975901165,0.421254326200682,2.58853810844628,1865.70291511201,1803.1252868188,1984.86229891984,1.00271975901165,0.421254326200682,2.58853810844628,1865.70291511201,1803.1252868188,1984.86229891984,"projected",-15.6685203738935,,,,83.9873248240762,36.3508594263345,227.188990047062
19797,"Colorado","2020-09-03",528,0.972620193128912,0.409424589810885,2.53016367775657,1866.67553530513,1803.61160313174,1987.14285413867,0.972620193128912,0.409424589810885,2.53016367775657,1866.67553530513,1803.61160313174,1987.14285413867,"projected",-15.577977468033,,,,82.6814104273543,35.8375225418247,224.138524826663
19798,"Colorado","2020-09-04",528,0.94402724972793,0.398944135013011,2.46156114616924,1867.61956255486,1804.01911446447,1989.35317910342,0.94402724972793,0.398944135013011,2.46156114616924,1867.61956255486,1804.01911446447,1989.35317910342,"projected",-15.4882057043251,,,,81.5098643640615,35.384258405352,221.409061166225
19799,"Colorado","2020-09-05",528,0.917362924112112,0.388524483405655,2.39100491088624,1868.53692547897,1804.41614709681,1991.49584598776,0.917362924112112,0.388524483405655,2.39100491088624,1868.53692547897,1804.41614709681,1991.49584598776,"projected",-15.399212836621,,,,80.4555627588164,34.9706142830895,218.955141357635
19800,"Colorado","2020-09-06",528,0.892650228003267,0.377495372213002,2.34660767225001,1869.42957570698,1804.803562888,1993.68440935803,0.892650228003267,0.377495372213002,2.34660767225001,1869.42957570698,1804.803562888,1993.68440935803,"projected",-15.3110061632632,,,,79.4692643202608,34.4972851040075,215.013883072184
19801,"Colorado","2020-09-07",528,0.869319977732058,0.367236325285569,2.29796143002952,1870.29889568471,1805.18211964759,1996.96482645717,0.869319977732058,0.367236325285569,2.29796143002952,1870.29889568471,1805.18211964759,1996.96482645717,"projected",-15.2235925303179,,,,78.5495404615346,34.1729777938686,212.43512655329
19802,"Colorado","2020-09-08",528,0.847331494534571,0.358334819922487,2.21399217756395,1871.14622717924,1805.55244385979,2000.16622987305,0.847331494534571,0.358334819922487,2.21399217756395,1871.14622717924,1805.55244385979,2000.16622987305,"projected",-15.1369783352464,,,,77.694218343324,33.905782522331,209.102291305526
19803,"Colorado","2020-09-09",528,0.826641505285148,0.349633945828151,2.17906220523238,1871.97286868453,1805.91512573483,2003.33330748682,0.826641505285148,0.349633945828151,2.17906220523238,1871.97286868453,1805.91512573483,2003.33330748682,"projected",-15.051169530998,,,,76.8560469930433,33.6551742205163,205.298009008821
19804,"Colorado","2020-09-10",528,0.807177972054402,0.341103122230277,2.15389966874941,1872.78004665658,1806.27071728569,2004.66414980939,0.807177972054402,0.341103122230277,2.15389966874941,1872.78004665658,1806.27071728569,2004.66414980939,"projected",-14.9661716305061,,,,76.0419206113731,33.5186603077454,201.572653233702
19805,"Colorado","2020-09-11",528,0.788773316024153,0.33450270086405,2.1296528538887,1873.56881997261,1806.61964867261,2005.80313397194,0.788773316024153,0.33450270086405,2.1296528538887,1873.56881997261,1806.61964867261,2005.80313397194,"projected",-14.8819897115681,,,,75.3451112520015,33.2411474413238,198.189298339328
19806,"Colorado","2020-09-12",528,0.771314293270033,0.327359153733272,2.08919060452263,1874.34013426588,1806.96236498762,2006.90025235933,0.771314293270033,0.327359153733272,2.08919060452263,1874.34013426588,1806.96236498762,2006.90025235933,"projected",-14.7986284220907,,,,74.7521995059438,33.0657528113108,195.10223659426
19807,"Colorado","2020-09-13",528,0.754835755707199,0.320578913249238,2.04327067697042,1875.09497002159,1807.29957957921,2007.95817914984,0.754835755707199,0.320578913249238,2.04327067697042,1875.09497002159,1807.29957957921,2007.95817914984,"projected",-14.7160919856822,,,,74.2095526885632,32.8835739832837,193.322957773856
19808,"Colorado","2020-09-14",528,0.73935809810769,0.314586258729889,1.99108694958506,1875.83432811969,1807.634598589,2008.9521504327,0.73935809810769,0.314586258729889,1.99108694958506,1875.83432811969,1807.634598589,2008.9521504327,"projected",-14.6343842075713,,,,73.7171375447987,32.8244245368289,192.40655838789
19809,"Colorado","2020-09-15",528,0.724842445340026,0.30945670598216,1.94221808854831,1876.55917056503,1807.96497116478,2010.92844178582,0.724842445340026,0.30945670598216,1.94221808854831,1876.55917056503,1807.96497116478,2010.92844178582,"projected",-14.5535084808346,,,,73.2740578076318,32.7339829283766,191.057918804232
19810,"Colorado","2020-09-16",528,0.711270715176361,0.303737770845436,1.8956020095478,1877.27044128021,1808.2910706688,2014.07927752632,0.711270715176361,0.303737770845436,1.8956020095478,1877.27044128021,1808.2910706688,2014.07927752632,"projected",-14.4734677929131,,,,72.8269905586848,32.6425483768573,190.132474098192
19811,"Colorado","2020-09-17",528,0.698606327437259,0.298792571705508,1.86986207748062,1877.96904760765,1808.61324946641,2017.2078065796,0.698606327437259,0.298792571705508,1.86986207748062,1877.96904760765,1808.61324946641,2017.2078065796,"projected",-14.394264732399,,,,72.3817147191381,32.4730922084767,189.6530786196
19812,"Colorado","2020-09-18",528,0.686674114707727,0.294323654356003,1.84725177789087,1878.65572172235,1808.93171930132,2020.31522022844,0.686674114707727,0.294323654356003,1.84725177789087,1878.65572172235,1808.93171930132,2020.31522022844,"projected",-14.3159014960739,,,,72.0452848636182,32.2548303389922,189.459504698031
19813,"Colorado","2020-09-19",528,0.675342771116133,0.290205829794917,1.825243410119,1879.33106449347,1809.24670447102,2023.40272500045,0.675342771116133,0.290205829794917,1.825243410119,1879.33106449347,1809.24670447102,2023.40272500045,"projected",-14.2383798961789,,,,71.8070886583105,32.1865049006417,189.136764899222
19814,"Colorado","2020-09-20",528,0.664668700445882,0.285784585815048,1.80588452965678,1879.99573319392,1809.58220190577,2026.46992392188,0.664668700445882,0.285784585815048,1.80588452965678,1879.99573319392,1809.58220190577,2026.46992392188,"projected",-14.1617013678998,,,,71.6086573928064,32.1612088061404,188.885612075054
19815,"Colorado","2020-09-21",528,0.654703877213041,0.282554408294413,1.78880809394502,1880.65043707113,1809.99421697269,2028.0312217609,0.654703877213041,0.282554408294413,1.78880809394502,1880.65043707113,1809.99421697269,2028.0312217609,"projected",-14.0858669770481,,,,71.4510255095493,32.1518125166185,188.72555096359
19816,"Colorado","2020-09-22",528,0.645430855952699,0.279295472745395,1.76778599996779,1881.29586792708,1810.40538573378,2029.29482330859,0.645430855952699,0.279295472745395,1.76778599996779,1881.29586792708,1810.40538573378,2029.29482330859,"projected",-14.010877427919,,,,71.3342545860959,32.1523484354839,188.881666128198
19817,"Colorado","2020-09-23",528,0.636860153835573,0.276471113844207,1.73876217952812,1881.93272808092,1810.81592992066,2030.28695473966,0.636860153835573,0.276471113844207,1.73876217952812,1881.93272808092,1810.81592992066,2030.28695473966,"projected",-13.9367330713115,,,,71.1982430172247,32.1340069013182,189.258052457124
