"V1","location_name","date","allbed_mean","allbed_lower","allbed_upper","ICUbed_mean","ICUbed_lower","ICUbed_upper","InvVen_mean","InvVen_lower","InvVen_upper","admis_mean","admis_lower","admis_upper","newICU_mean","newICU_lower","newICU_upper","bedover_mean","bedover_lower","bedover_upper","icuover_mean","icuover_lower","icuover_upper","deaths_mean","deaths_lower","deaths_upper","totdea_mean","totdea_lower","totdea_upper","deaths_mean_smoothed","deaths_lower_smoothed","deaths_upper_smoothed","totdea_mean_smoothed","totdea_lower_smoothed","totdea_upper_smoothed","mobility_data_type","mobility_composite","total_tests_data_type","total_tests","confirmed_infections","est_infections_mean","est_infections_lower","est_infections_upper"
54153,"New Mexico","2020-02-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",5.91623889718499,,,,0.495739054246629,0,2.72239632733525
54154,"New Mexico","2020-02-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",5.65891552267502,,,,0.941381168561044,0,3.83107390788873
54155,"New Mexico","2020-03-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",5.21224259302852,,,,1.6594074873841,0,5.40322227123857
54156,"New Mexico","2020-03-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",4.71520255186519,,,,2.68575733422432,0.402653633181849,7.55516254252247
54157,"New Mexico","2020-03-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",4.29502196034692,,,,4.04092334155846,0.678652151047992,10.8018982743229
54158,"New Mexico","2020-03-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",4.02114794306939,,,,6.06334586668269,1.19517865236196,15.7012425391998
54159,"New Mexico","2020-03-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",3.89578210310543,,,,8.98534159872458,1.97534491916369,22.3069776178894
54160,"New Mexico","2020-03-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",3.85830129047174,"observed",18.1933032032857,,13.0596101110545,3.19308220793484,30.8135161367556
54161,"New Mexico","2020-03-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",3.79903537060164,"observed",22.1383516824504,,18.5482848110084,5.06337735125236,42.6697394191625
54162,"New Mexico","2020-03-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",3.58134171708971,"observed",27.7460863047235,,25.6802047341347,7.70358595248034,58.9663110617166
54163,"New Mexico","2020-03-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",3.06808550573415,"observed",35.8023460169681,,34.6369917166331,11.1734623198002,76.6718539458314
54164,"New Mexico","2020-03-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",2.14260908549031,"observed",47.5431401076766,0,45.5686090564349,15.6063652821264,99.8301456954094
54165,"New Mexico","2020-03-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",0.724454616818107,"observed",64.8591958655333,3,58.5570090628451,21.207319769611,126.328418439013
54166,"New Mexico","2020-03-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-1.22462291582817,"observed",90.3844928121239,2,73.6013566799355,27.607020535054,147.89105788035
54167,"New Mexico","2020-03-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-3.69687435320451,"observed",127.179303774239,5,90.6147927206005,35.4427408399622,179.915722696838
54168,"New Mexico","2020-03-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-6.6376940495304,"observed",177.705959408412,0,109.430707018871,45.102304298834,207.29180051419
54169,"New Mexico","2020-03-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-9.95898150310069,"observed",242.242483265039,3,129.817937742278,56.129074205534,238.58148085897
54170,"New Mexico","2020-03-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-13.5441223169026,"observed",317.731278792096,4,151.501798840512,68.9344434376694,273.333270808853
54171,"New Mexico","2020-03-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-17.2590228573362,"observed",398.310108484597,6.00000000000001,174.188180112214,83.4097937254832,304.146537786636
54172,"New Mexico","2020-03-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094056617295854,0.0094056617295854,0.0094056617295854,0.0094056617295854,0.0094056617295854,0.0094056617295854,"observed",-20.9712418417679,"observed",477.481175973626,0,197.588783428817,98.8755157110931,335.824618123376
54173,"New Mexico","2020-03-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01416061257607,0.01416061257607,0.01416061257607,0.0235662743056554,0.0235662743056554,0.0235662743056554,"observed",-24.566926673673,"observed",550.364959112489,12,221.441430480736,111.886272612708,373.975814317409
54174,"New Mexico","2020-03-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213083661749464,0.0213083661749464,0.0213083661749464,0.0448746404806018,0.0448746404806018,0.0448746404806018,"observed",-27.961524810212,"observed",614.635567751294,8.00000000000001,245.525913055617,125.821508637235,411.038244282245
54175,"New Mexico","2020-03-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320508093039952,0.0320508093039952,0.0320508093039952,0.076925449784597,0.076925449784597,0.076925449784597,"observed",-31.100258607842,"observed",670.105224528037,0,269.670586410718,142.161846195958,452.207210303142
54176,"New Mexico","2020-03-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048194136088927,0.048194136088927,0.048194136088927,0.125119585873524,0.125119585873524,0.125119585873524,"observed",-33.9471637693678,"observed",717.684226139073,14,293.754521938911,158.826453343784,496.017879479082
54177,"New Mexico","2020-03-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072453897440675,0.072453897440675,0.072453897440675,0.197573483314199,0.197573483314199,0.197573483314199,"observed",-36.473209236989,"observed",758.357657993806,26,317.70165485297,175.707678902368,536.616635208732
54178,"New Mexico","2020-03-24",4.30659896448151,2.66666666666667,7,1,1,1,1,1,1,4.30659896448151,2.66666666666667,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.108167798907546,0.108167798907546,0.108167798907546,0.305741282221745,0.305741282221745,0.305741282221745,"observed",-38.6509954226286,"observed",792.527590630872,17,341.469292528984,187.129180287865,579.515370993201
54179,"New Mexico","2020-03-25",8.62336458891556,5.70588235294118,13.0919696969697,2,2,2,2,2,2,4.31676562443405,2.5,7.31029411764706,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0.156734113239315,0.156734113239315,0.156734113239315,0.46247539546106,0.46247539546106,0.46247539546106,"observed",-40.4574832938392,"observed",819.919616700123,13,365.035907992616,199.5765022211,613.60422955411
54180,"New Mexico","2020-03-26",12.9739098855092,9.33076923076923,18.5378571428571,3,3,3,3,3,3,4.35054529659367,2.71309523809524,7.600625,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.220338481794172,0.220338481794172,0.220338481794172,0.682813877255232,0.682813877255232,0.682813877255232,"observed",-41.8844602875498,"observed",840.061067734427,0,388.397680942756,214.129782308574,649.184338958063
54181,"New Mexico","2020-03-27",17.284730424645,12.9090909090909,23.1675,4.28915712130577,4,4.7147619047619,4.21099951605412,4,4.58823529411765,4.31082053913579,2.7775641025641,7.22348484848485,1.28915712130577,1,1.7147619047619,0,0,0,0,0,0,0,0,0,1,1,1,0.301006354442048,0.301006354442048,0.301006354442048,0.98382023169728,0.98382023169728,0.98382023169728,"observed",-42.9439910172177,"observed",853.08911376489,23.0000000000001,411.562395105812,225.985116115692,689.039278363461
54182,"New Mexico","2020-03-28",21.5582529982101,16.5,28.2075,5.58910257998795,5,6.17660427807487,5.43042098523252,5,6,4.27352257356507,2.73285714285714,7.0596256684492,1.29994545868218,1,1.82377450980392,0,0,0,0,0,0,0,0,0,1,1,1,0.40023704082148,0.40023704082148,0.40023704082148,1.38405727251876,1.38405727251876,1.38405727251876,"observed",-43.6706439305771,"observed",860.487523648611,72.0000000000001,434.545542669413,239.062977965492,726.105659552863
54183,"New Mexico","2020-03-29",25.8188540235951,19.6659090909091,32.8973684210526,6.88267408378515,6.24930555555556,7.625,6.64900984811972,6,7.30833333333333,4.260601025385,2.4,7.05555555555556,1.2935715037972,1,1.73333333333333,0,0,0,0,0,0,1,1,1,2,2,2,0.51882344714499,0.51882344714499,0.51882344714499,1.90288071966375,1.90288071966375,1.90288071966375,"observed",-44.1208175383211,"observed",865.411705810167,28.9999999999997,457.375020994002,248.840499628666,760.023439062912
54184,"New Mexico","2020-03-30",33.4675692153736,26,41.0805555555556,8.17986463412748,7.49926470588235,9,7.87005101220159,7.27215909090909,8.53863636363636,8.64871519177847,6,13.2033333333333,2.29719055034233,2,2.75036764705882,0,0,0,0,0,0,0,0,0,2,2,2,0.6567399642395,0.6567399642395,0.6567399642395,2.55962068390325,2.55962068390325,2.55962068390325,"observed",-44.3638398372797,"observed",872.490225754838,0,480.090641983173,256.011187038608,790.754509068898
54185,"New Mexico","2020-03-31",38.0475853236461,29.995,46.0029411764706,9.47350666410473,8.59888888888889,10.5,9.08818280988447,8.46153846153846,9.93035714285714,8.59745795144828,5.94305555555556,12.6680555555556,2.29364202997725,2,2.71461038961039,0,0,0,0,0,0,2,2,2,4,4,4,0.81311724402972,0.81311724402972,0.81311724402972,3.37273792793297,3.37273792793297,3.37273792793297,"observed",-44.4744389086399,"observed",887.190273882413,78.0000000000004,502.735479867363,276.367975292919,825.365074505329
54186,"New Mexico","2020-04-01",42.6000431199133,34.4875,52.3375,10.7670862796818,9.86642857142857,11.8248161764706,10.3059555189307,9.5,11.1819602272727,8.56927796201906,5.86583333333333,12.8146875,2.29357961557706,2,2.71448412698413,0,0,0,0,0,0,1,1,1,5,5,5,0.98630929959526,0.98630929959526,0.98630929959526,4.35904722752823,4.35904722752823,4.35904722752823,"observed",-44.525069009577,"observed",914.935695964695,24.9999999999995,525.352861215868,289.436352339855,870.664145457819
54187,"New Mexico","2020-04-02",47.1463179630999,38.6625,56.3792613636364,12.3566879005669,11.25,13.535,11.7357177559068,10.9085858585859,12.73375,8.60324863598304,6,13.0569444444444,2.58960162088513,2,3.31302083333333,0,0,0,0,0,0,1,1,1,6,6,6,1.17404556481799,1.17404556481799,1.17404556481799,5.53309279234622,5.53309279234622,5.53309279234622,"observed",-44.5752924670778,"observed",960.123061562596,48.0000000000006,547.986203335126,307.131588930896,903.105854258136
54188,"New Mexico","2020-04-03",51.6738125657238,43.24875,60.5,13.9338339530525,12.7130952380952,15.1770588235294,13.1612425810559,12.2139285714286,14.1778280542986,8.54112459141735,5.90719696969697,12.9025,2.57714605248553,2,3.12520833333333,0,0,0,0,0,0,4,4,4,10,10,10,1.37365050326206,1.37365050326206,1.37365050326206,6.90674329560828,6.90674329560828,6.90674329560828,"observed",-44.6667183628356,"observed",1025.10283294931,146,570.670555735431,317.895324508577,927.278978721058
54189,"New Mexico","2020-04-04",60.6060641423291,51,70.5,16.5171985129207,15.0886363636364,18,15.5924012177623,14.5,16.866875,12.9121321201932,9.44404761904762,18.805,3.58336455986824,3,4.12544642857143,0,0,0,0,0,0,0,0,0,10,10,10,1.58230347696822,1.58230347696822,1.58230347696822,8.4890467725765,8.4890467725765,8.4890467725765,"observed",-44.8236092149941,"observed",1109.13680564673,0,593.425393613358,333.684803649461,952.207792900128
54190,"New Mexico","2020-04-05",68.4783002828355,58.4930555555556,79.3366666666667,18.0918589508316,16.5,19.8357142857143,17.0167709993739,15.7269480519481,18.5,12.8392575503143,9.4701871657754,18.545,3.5746604379109,3,4.15811403508772,0,0,0,0,0,0,2,2,2,12,12,12,1.7972640024324,1.7972640024324,1.7972640024324,10.2863107750089,10.2863107750089,10.2863107750089,"observed",-45.0546884501289,"observed",1207.494092346,136,616.251127045916,350.054180454511,971.087219608859
54191,"New Mexico","2020-04-06",73.3852245074112,62.8454545454545,85.5025,19.6630699232613,18,21.5,18.4472544480889,17,20,12.9660377954691,9,19.2172619047619,3.5712109724297,3,4.1878125,0,0,0,0,0,0,0,0,0,12,12,12,2.0160780662986,2.0160780662986,2.0160780662986,12.3023888413075,12.3023888413075,12.3023888413075,"observed",-45.3543077782575,"observed",1311.10504400034,86.9999999999992,639.126045425738,372.262268679965,1011.25337825528
54192,"New Mexico","2020-04-07",78.2427754477205,67.5878151260504,89.0789473684211,21.5376621081017,19.6625,23.5,20.0851981097463,18.5,21.6671875,12.877862839272,9.153125,18.7518382352941,3.87459218484044,3.198125,4.61145833333333,0,0,0,0,0,0,1,1,1,13,13,13,2.2367329124924,2.2367329124924,2.2367329124924,14.5391217537999,14.5391217537999,14.5391217537999,"observed",-45.7018221759274,"observed",1407.41835892947,119,662.004781909164,386.949528446259,1043.83060589287
54193,"New Mexico","2020-04-08",87.4295567688675,76,99,24.4021810365031,22.5,26.5,22.7216776150793,21,24.3534926470588,17.1726947232979,12.5,23.5727678571429,4.86451892840132,4.24930555555556,5.56314338235294,0,0,0,0,0,0,0,0,0,13,13,13,2.4576613448407,2.4576613448407,2.4576613448407,16.9967830986406,16.9967830986406,16.9967830986406,"observed",-46.0608409822451,"observed",1482.89608303255,26,684.818354727337,397.936808947461,1090.42031768525
54194,"New Mexico","2020-04-09",96.5688317044797,84.5384615384615,109.074019607843,27.0017378377428,25,29,25.1667447032414,23.5,27,17.1678631336843,12.5860294117647,24.0083333333333,4.88871392254546,4.29301470588235,5.66666666666667,0,0,0,0,0,0,3,3,3,16,16,16,2.6778146328299,2.6778146328299,2.6778146328299,19.6745977314705,19.6745977314705,19.6745977314705,"observed",-46.3804719961026,"observed",1526.84268732751,0,707.473785055429,416.450206264858,1121.71955906643
54195,"New Mexico","2020-04-10",104.764120786326,91.83125,119.5,28.5775376400646,26.5,30.8014285714286,26.5972250772705,25,28.3753472222222,17.1652027008337,12.702818627451,23.935,4.87574526100405,4.23518099547511,5.66666666666667,0,0,0,0,0,0,1,1,1,17,17,17,2.8965683725196,2.8965683725196,2.8965683725196,22.5711661039901,22.5711661039901,22.5711661039901,"observed",-46.6005950086928,"observed",1535.16006544195,215.999999999999,729.85482312919,427.933081141259,1150.03003700826
54196,"New Mexico","2020-04-11",110.114304717406,96.8196078431373,125,30.440754829669,28.1991666666667,32.5569444444444,28.2192212265289,26.4538961038961,30,17.3877238664328,12.7761904761905,24.1545454545455,5.15678869340154,4.35245098039216,6,0,0,0,0,0,0,2,2,2,19,19,19,3.1137903423235,3.1137903423235,3.1137903423235,25.6849564463136,25.6849564463136,25.6849564463136,"observed",-46.6624233028369,"observed",1512.1688377169,10,751.823292565817,436.220997988982,1186.364243676
54197,"New Mexico","2020-04-12",115.505917986717,101.992647058824,130.004411764706,32.2955372577629,29.9972222222222,34.5,29.8463009802848,28,31.62,17.3663518912245,12.6666666666667,25,5.15197297843625,4.5,6,0,0,0,0,0,0,7,7,7,26,26,26,3.329456442883,3.329456442883,3.329456442883,29.0144128891966,29.0144128891966,29.0144128891966,"observed",-46.5224018617264,"observed",1469.47390171889,154,773.224521564397,442.172091675183,1214.54844833759
54198,"New Mexico","2020-04-13",124.467016407427,111.172058823529,140.001785714286,35.1762548035899,32.74625,37.5,32.492456423573,30.5,34.5,21.3275794149392,16.3997222222222,28.5,6.17435957580431,5.5,7,0,0,0,0,0,0,5,5,5,31,31,31,3.5434173235001,3.5434173235001,3.5434173235001,32.5578302126967,32.5578302126967,32.5578302126967,"observed",-46.1626090253376,"observed",1422.60094722763,100,793.893235570129,448.707481776813,1255.4107890786
54199,"New Mexico","2020-04-14",132.709599136888,118.5,149.077976190476,37.0466052050246,34.4988636363636,39.5,34.1237369427958,32.2266666666667,36.1455357142857,21.5446457664111,16,28.2019444444444,6.16393001701171,5.36287878787879,7,0,0,0,0,0,0,5,5,5,36,36,36,3.7555446908742,3.7555446908742,3.7555446908742,36.3133749035709,36.3133749035709,36.3133749035709,"observed",-45.6006587655541,"observed",1387.17186818689,62.0000000000002,813.660054840239,456.512609596394,1315.26308111402
54200,"New Mexico","2020-04-15",137.930151108614,123,155,38.640202017281,36,41,35.5650796016806,33.5,37.8243697478992,21.5300295054189,16.24375,27.5854166666667,6.18319843314151,5.5,7,0,0,0,0,0,0,0,0,0,36,36,36,3.9660161275063,3.9660161275063,3.9660161275063,40.2793910310772,40.2793910310772,40.2793910310772,"observed",-44.8840555310671,"observed",1376.11888110486,76.9999999999998,832.353622492726,470.225432526913,1353.62704141365
54201,"New Mexico","2020-04-16",143.084304905346,128.5,159.524166666667,40.495590635693,37.9958333333333,43,37.1973857217473,35,39.5011363636364,21.4672345023226,16,28.4303571428571,6.43253467089756,5.5,7.5,0,0,0,0,0,0,,,,,,,4.1752090979847,4.1752090979847,4.1752090979847,44.4546001290619,44.4546001290619,44.4546001290619,"observed",-44.072620827593,"observed",1398.29741827259,,849.805333263626,480.336743451571,1382.36972479291
54202,"New Mexico","2020-04-17",148.190888013109,132.2,164.556818181818,42.3912153273026,39.5,45,38.8455703939722,36.5,41.0666666666667,21.3910682627701,15.5,27.8852941176471,6.4789892514778,5.5,7.5,0,0,0,0,0,0,8,8,8,44,44,44,4.3833386457101,4.3833386457101,4.3833386457101,48.837938774772,48.837938774772,48.837938774772,"observed",-43.2244554416882,"observed",1458.01501459058,113,865.856816498201,493.030893871042,1395.33702870704
54203,"New Mexico","2020-04-18",157.699248977162,141.36875,175.002777777778,45.2773696505378,42.30625,48.1114583333333,41.5055180899252,39,44,26.0257344290513,19.9972222222222,33.2632456140351,7.46081476114615,6.5,8.5,0,0,0,0,0,0,9,9,9,53,53,53,4.590697919844,4.590697919844,4.590697919844,53.428636694616,53.428636694616,53.428636694616,"observed",-42.390704099685,"observed",1554.82509184592,201.000000000001,880.364146660164,497.551040729344,1397.79220996737
54204,"New Mexico","2020-04-19",165.876980259635,147.48125,184.005,47.1763792382669,44,50.1779411764706,43.1534686610131,40.74875,45.6909007352941,25.9504863614413,20,34,7.4702205601588,6.5,8.44583333333333,0,0,0,0,0,0,2,2,2,55,55,55,4.7976050078751,4.7976050078751,4.7976050078751,58.2262417024911,58.2262417024911,58.2262417024911,"observed",-41.6112371230676,"observed",1683.49639060792,46.9999999999986,893.200547278338,499.391638327719,1422.50034702653
54205,"New Mexico","2020-04-20",171.460807958729,153.567142857143,188.059625668449,48.7663292946046,45.5,52.0041666666667,44.5908763879395,42.0541666666667,47.335,26.0560184956212,20.5,33.1883838383838,7.46454224117815,6.5,8.43035714285714,0,0,0,0,0,0,3,3,3,58,58,58,5.0044261259815,5.0044261259815,5.0044261259815,63.2306678284726,63.2306678284726,63.2306678284726,"observed",-40.9088738424563,"observed",1834.61806676443,126,904.256915001488,515.5234387841,1431.3454881202
54206,"New Mexico","2020-04-21",176.728067983324,158.5,194.221428571429,50.694173589869,47.5,53.8237745098039,46.2763906242021,43.621875,49,25.916281099396,19.5,33.9405330882353,7.79236322366574,6.8121875,9,0,0,0,0,0,0,7,7,7,65,65,65,5.21158355892761,5.21158355892761,5.21158355892761,68.4422513874002,68.4422513874002,68.4422513874002,"observed",-40.2848867965226,"observed",1996.32532760875,101,913.441383482551,520.955745935233,1446.13220494919
54207,"New Mexico","2020-04-22",182.240083183861,163.871875,201.141363636364,52.5550277948402,49.4984375,55.8347222222222,47.9148340640998,45.1873579545455,50.8008333333333,26.155890382721,19.9060064935065,34.503125,7.74956812751662,6.74791666666667,8.8,0,0,0,0,0,0,6,6,6,71,71,71,5.41931473114239,5.41931473114239,5.41931473114239,73.8615661185426,73.8615661185426,73.8615661185426,"observed",-39.7182936580286,"observed",2156.87761899482,138,920.679427008504,529.775489528955,1462.56020878729
54208,"New Mexico","2020-04-23",191.827722629619,173.609375,209.667105263158,55.4243946413494,52.125,58.55625,50.5537151695613,47.6467914438503,53.5,30.1558643603516,23,37.8140625,8.74511210751323,7.75,9.7062908496732,0,0,0,0,0,0,7,7,7,78,78,78,5.627543101041,5.627543101041,5.627543101041,79.4891092195836,79.4891092195836,79.4891092195836,"observed",-39.1760321920632,"observed",2307.14236325256,169,925.918440806015,535.448467448438,1461.0707603163
54209,"New Mexico","2020-04-24",199.969549543924,181.5,218.442471590909,57.000569054999,53.665625,60.135,51.981149790062,49,54.8897435897436,29.9429451207375,23,37.1092647058823,8.73296310705119,7.871875,9.72742424242424,0,0,0,0,0,0,6,6,6,84,84,84,5.8359623448372,5.8359623448372,5.8359623448372,85.3250715644208,85.3250715644208,85.3250715644208,"observed",-38.6272341311878,"observed",2441.98689774444,142,929.128719907241,536.104836091061,1479.39624963554
54210,"New Mexico","2020-04-25",204.956825159391,186.9875,222.48,58.6296961457531,55.4,62.20125,53.447177403161,50.5325,56.4,30.0851657492533,23.5,37.3375,8.78110006919036,7.87455357142857,9.82399380804954,0,0,0,0,0,0,9,9,9,93,93,93,6.04411826234521,6.04411826234521,6.04411826234521,91.369189826766,91.369189826766,91.369189826766,"observed",-38.0526610659077,"observed",2560.2067618053,139.000000000001,930.307341604375,532.413813017495,1474.57587248206
54211,"New Mexico","2020-04-26",210.02889527423,192.998333333333,229.329411764706,60.4956054109032,57,64,55.0875503763565,51.6652777777778,58,30.1617022713097,23.6,38,9.04026884095437,8,10.0919696969697,0,0,0,0,0,0,6,6,6,99,99,99,6.2514104847523,6.2514104847523,6.2514104847523,97.6206003115183,97.6206003115183,97.6206003115183,"observed",-37.4463940287612,"observed",2663.24994053522,66.0000000000009,929.482081170778,530.558417983998,1456.85590267573
54212,"New Mexico","2020-04-27",214.915787800392,195,234.925,62.3604787066434,58.5,66,56.7339079617063,53.4278571428571,59.6,30.0735441752735,23.5,37.175,9.02880331275192,8,10.2669444444444,0,0,0,0,0,0,5,5,5,104,104,104,6.4570089429177,6.4570089429177,6.4570089429177,104.077609254436,104.077609254436,104.077609254436,"observed",-36.8152324298616,"observed",2753.44469576588,96.9999999999982,926.710638719149,532.581718088481,1454.32396418895
54213,"New Mexico","2020-04-28",224.057640209378,203.65,243.403461538462,65.2091322146507,61,68.8836274509804,59.3777324725498,55.9875,62,34.4819590947322,27,43,10.0318519411488,9,11.2,0,0,0,0,0,0,6,6,6,110,110,110,6.659833067935,6.659833067935,6.659833067935,110.737442322371,110.737442322371,110.737442322371,"observed",-36.1797968828564,"observed",2832.54248177373,151,922.084621723406,531.931958589517,1444.15749580562
54214,"New Mexico","2020-04-29",231.952041334186,211.4875,251.274242424242,66.8017130947699,62.4278571428571,70.4230263157895,60.81963040708,57.4972222222222,63.7503676470588,34.4211644167752,27.9928571428571,42,10.0251155510168,9,11.1114583333333,0,0,0,0,0,0,2,2,2,112,112,112,6.85858744358001,6.85858744358001,6.85858744358001,117.596029765951,117.596029765951,117.596029765951,"observed",-35.5728398912629,"observed",2901.18074683131,239.000000000001,915.727765432333,545.438744797938,1413.28567151698
54215,"New Mexico","2020-04-30",236.956717155394,214.4875,255.5109375,68.3887306181134,64,72,62.274283956416,58.5,65.0679411764706,34.294630916409,27.325,42.205,10.0660067748213,9,11.2730519480519,0,0,0,0,0,0,11,11,11,123,123,123,7.051827407334,7.051827407334,7.051827407334,124.647857173285,124.647857173285,124.647857173285,"observed",-35.0323026382489,"observed",2959.36195592385,197.999999999998,907.783536336827,537.484542190496,1406.30480420812
54216,"New Mexico","2020-05-01",242.439426886203,219,263.132589285714,70.2765419152356,65.665,74.003125,63.9300406257571,60.5,67,34.5607815558066,27.5,43.4303571428571,10.3486260582684,9.29916666666667,11.6434523809524,0,0,0,0,0,0,8,8,8,131,131,131,7.238013609448,7.238013609448,7.238013609448,131.885870782733,131.885870782733,131.885870782733,"observed",-34.5926804126053,"observed",3007.5443902295,102.000000000001,898.407684482389,530.46616770363,1406.61880553049
54217,"New Mexico","2020-05-02",247.567579550446,225.49375,269.8359375,72.1291639426449,67.621875,76,65.5630414330209,62.121875,68.5,34.3646649054892,27.5,42.4390625,10.3228425875681,9.11041666666667,11.600625,0,0,0,0,0,0,7,7,7,138,138,138,7.41558905358499,7.41558905358499,7.41558905358499,139.301459836318,139.301459836318,139.301459836318,"observed",-34.2783849452282,"observed",3047.72284098326,219.000000000001,887.761058729036,523.58546909907,1404.9397714081
54218,"New Mexico","2020-05-03",252.642947240148,229.4875,274.0625,73.9918353333027,69.5,78.0542569659443,67.2181768937933,63.5,70.3338235294118,34.6444890808924,27.5,42.7520833333333,10.327213631836,9.11111111111111,11.5,0,0,0,0,0,0,13,13,13,151,151,151,7.583011837318,7.583011837318,7.583011837318,146.884471673636,146.884471673636,146.884471673636,"observed",-34.1004893521424,"observed",3084.01206773299,117.999999999998,876.003963688058,519.946763005846,1384.78062751296
54219,"New Mexico","2020-05-04",256.51046917703,234.975,277.098611111111,74.5542900229372,70,78.6475490196078,67.6384545192896,64,70.7503676470588,34.3540485888123,27.4875,42.2736363636364,10.3548179133002,9.4,11.5,0,0,0,0,0,0,5,5,5,156,156,156,7.738790750867,7.738790750867,7.738790750867,154.623262424503,154.623262424503,154.623262424503,"observed",-34.0528773182363,"observed",3122.5425129939,181.000000000002,863.292022398959,509.514875505481,1382.83084072616
54220,"New Mexico","2020-05-05",257.251731391244,235.491666666667,277.41,75.1169750166157,70.6666666666667,79.003125,68.0423765996516,64.5,71.3333333333333,34.3354100118234,27,42,10.3122531211951,9,11.5,0,0,0,0,0,0,6,6,6,162,162,162,7.88150187075101,7.88150187075101,7.88150187075101,162.504764295254,162.504764295254,162.504764295254,"observed",-34.1092356163551,"observed",3170.68608895507,106.999999999998,849.776125114747,499.519155827238,1373.00293906225
54221,"New Mexico","2020-05-06",258.132240158105,236.198125,279.693389423077,75.7250054340396,71,79.9005769230769,68.4919553368243,64.5,71.9303571428571,34.4490511562268,27.5,42.0623529411765,10.3531425249372,9,11.6114583333333,0,0,0,0,0,0,7,7,7,169,169,169,8.00989522043199,8.00989522043199,8.00989522043199,170.514659515686,170.514659515686,170.514659515686,"observed",-34.2300024211739,"observed",3235.76706292104,153.000000000003,835.601300782158,489.833745775911,1363.63773027901
